symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
KIR2DS2	0.003490476405355517	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02870784322054877	No data	No data	No data	No data	No data	0	0	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ABCC2	0.003490476405355517	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02870784322054877	No data	No data	No data	1	0	1	1	0	0	No data	0.30162533861221097	-0.8678488296773396	0	-1	No data	0	0.5	0
METTL5	0.003490476405355517	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02870784322054877	No data	No data	No data	0	0	0	0	0	0.5693800000000003	No data	0.4114398833090227	-0.8056349915441047	0	No data	No data	No data	-1	-1
INHBA	0.00348949365330338	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028699760458037005	No data	0.75	0	1	0	0	0	0.80047	No data	-0.823296520108356	-0.7977096991774107	0	No data	No data	0	0.5	0
PPP2R2B	0.003462587766861147	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0284784697572867	No data	No data	0	0	0	0	0	1	No data	-0.7658887268180871	-0.6079308829258029	0	No data	No data	-0.6557549999999999	0.5	0
TRAF5	0.003459523252473766	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028453265289940903	No data	No data	0	0	0	0	0	0	No data	0.22004584288393425	0	0	No data	No data	0	-1	0
MARCHF2	0.003458533448518695	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028445124528204867	No data	No data	0	0	0	0	0	0.6138199999999998	No data	-0.021462804750989828	-0.657555126286228	0	No data	No data	-0.12601499999999993	-1	-1
LGALS12	0.00345549650182436	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	0.02386066581258072	No data	No data	0	0	0	0	0	0.06051000000000002	No data	0.6732652635965826	-0.3023986911622062	0	No data	No data	0	0.5	0
SEMA4G	0.0034530893185472796	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02840034862613836	No data	No data	0	0	0	0	0	0.5255049999999997	No data	-0.18889351948322564	No data	0	No data	No data	0	0.5	0
SRPX	0.0034495600689591873	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02837132188821064	No data	No data	0	0	0	0	0	0.6336199999999999	No data	-0.167951656595124	-0.5604088376133887	0	No data	No data	0	0.5	0
CRACR2B	0.003439947960927408	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028292265949035136	No data	No data	No data	No data	0	0	0	0	No data	0.7625546988956033	No data	0	No data	No data	0	0.5	-1
ZDHHC13	0.003433676556689083	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028240686030210793	No data	No data	0	0	0	0	0	0.5578800000000002	No data	0.36934778078766417	-0.8868960601294809	0	No data	No data	0	-1	-1
MSRB3	0.0034314787113632617	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02822260958685198	No data	No data	0	0	0	0	0	0.6216200000000001	No data	0.3010002083767451	-0.2274156554035492	0	No data	No data	0	-1	-1
SPATA17	0.003424453200334633	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02816482742598573	No data	No data	0	0	0	0	0	0	No data	-0.12606793081892065	No data	0	No data	No data	No data	0.5	0.5
PRSS23-AS1	0.003419754898343124	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02812618567588878	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
FZD4	0.003419403156582463	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02262853524443256	0.021979029956075997	No data	No data	1	0	0	0	0	0.8510249999999999	No data	-0.7381746197124401	-0.9337827390940969	0	No data	No data	0	0.5	0
RGS18	0.003404967790597784	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028004567328838145	No data	No data	0	0	0	0	0	0.1914900000000003	No data	0.21400291727443221	-0.2584910656511999	0	No data	No data	0	0.5	0
TNNT1	0.003403610389654031	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0279934032214341	No data	No data	0	0	0	0	0	0.49640500000000004	No data	0.5989789539487393	0	0	No data	No data	0	0.75	0
LRRC8C-DT	0.0033973249438978745	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.027941707816456673	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
AQP1	0.00337857382144519	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02279740491043579	0.019960328172007994	No data	No data	1	0	0	1	1	0.7026000000000003	No data	-0.035528235048968515	-0.8556685784825707	0	-1	No data	0	0.5	0
TLE3	0.00337635774928449	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.027769260601282198	No data	No data	0	0	0	0	0	0.9479849999999999	No data	-0.992602625546989	-0.6264975812957709	0	No data	No data	-0.5643699999999999	0.5	-1
EPM2A	0.0033567337851247193	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.027607860946610416	No data	No data	0	0	0	0	0	0.4561950000000003	No data	0.4872890185455303	-0.9277599316363233	0	No data	No data	0	0.5	-1
TRBC2	0.003352410536783713	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.027572303870393923	No data	No data	1	0	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	-0.8882674999999999	1	0.5
FAM107A	0.003352349558941667	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02757180235079428	No data	No data	0	0	0	0	0	0.54861	No data	0.9428005834548865	No data	0	No data	No data	0	0.75	0
TRIM36	0.003350892579025379	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.027559819244147826	No data	No data	1	0	0	0	0	0.59497	No data	-0.30787664096686806	0	0	No data	No data	0	0.75	0
AIFM2	0.00334781911668664	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.027534541183299344	No data	No data	1	0	0	0	0	0.008044999999999903	No data	0.21275265680350075	No data	0	No data	No data	No data	-1	-1
EGFL6	0.003340385315271835	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02747340098902057	No data	No data	0	1	0	0	0	0	No data	0.4374869764534277	No data	0	No data	No data	0	1	0
ZYG11A	0.003340123493306832	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02747124760276319	No data	No data	0	0	0	0	0	0	No data	0.08220462596374234	No data	0	No data	No data	-0.008564999999999934	0.5	0.5
CDH10	0.0033310913731310777	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.027396961843502113	No data	No data	0	0	0	0	0	0.8413699999999998	No data	-0.603459053969577	0	0	No data	No data	-0.3337575000000001	1	0.5
PLA2G5	0.003328156520282771	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.027372823793087194	No data	0.75	1	1	1	1	0	0	No data	0.6617003542404667	-0.9030627302591815	0	No data	No data	0	0.5	0
NTF3	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	No data	0	1	0	0	0	0.796295	No data	-0.6720150031256511	-0.9828120204955428	0	No data	No data	0	0.5	0
WASL	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	No data	0	0	0	0	0	0.7722749999999998	No data	-0.6596165867889143	No data	0	No data	No data	0	-1	-1
FZD2	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	0.5	0	0	0	1	0	0.9823000000000001	No data	-0.5344863513231923	-0.7879619315615785	0	No data	No data	-0.48672499999999985	0.5	0
SAG	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	No data	0	0	0	0	0	0.37036999999999975	No data	0.5685559491560741	-0.20881812410187467	0	No data	No data	0	1	0.5
APEX1	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	0.5	0	0	1	1	0	0.7169800000000002	0	0.4241508647634924	-0.9287301418190119	0	No data	No data	0	-1	-1
ASPG	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	No data	No data	No data	0	0	0	0	No data	0.2812044175869972	0	0	No data	No data	No data	0.5	0
BST2	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	No data	0	0	0	0	0	0	No data	0.5452177536986873	0	0	No data	No data	No data	0.5	-1
UBC	0.003310293655453368	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.027225908511779015	No data	No data	No data	0	0	0	0	1	0.9926999999999999	No data	-0.33819545738695567	-0.8134514639156876	0	No data	No data	0	-1	-1
UBA52	0.003310293655453368	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.027225908511779015	No data	No data	No data	1	0	0	0	0	1	No data	-0.2971452385913732	No data	-1	No data	No data	-0.31640499999999994	-1	-1
RPS27A	0.003310293655453368	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.027225908511779015	No data	No data	1	0	0	1	1	0	0.9679499999999998	No data	-0.6665972077516149	No data	-1	No data	No data	0	-1	-1
PCDH18	0.0033013994418980785	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02715275698211287	No data	No data	0	0	0	0	0	0.6299550000000004	No data	-0.5520941862888102	-0.7139728595433622	0	No data	No data	0	-1	0
LINC00173	0.003300769472572543	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.027147575723587968	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
GALNT7	0.003292759163240134	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02708169397056707	No data	No data	0	0	0	0	0	0.7564700000000002	No data	-0.325484475932486	No data	0	No data	No data	0	0.5	-1
