symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
CASP6	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	0.5	0	0	1	1	1	0.23207999999999984	No data	0.21973327776620133	0	0	No data	No data	0	0.5	-1
PGAM5	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.6712800000000001	No data	0.36684725984580124	-0.8543993142630415	0	No data	No data	No data	-1	-1
PRSS23	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	1	0	0	0	0.5300249999999999	No data	0.11689935403208995	No data	0	No data	No data	0	0.5	-1
DEFB114	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	1	0	0	0	No data	No data	0.9162325484475933	No data	0	No data	No data	No data	1	1
C1GALT1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.46281000000000033	No data	-0.540633465305272	-0.9209894196062454	0	No data	No data	0	-1	-1
ARHGDIA	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	1	1	1	0.8529400000000003	No data	-0.04907272348405922	-0.8670227354283402	0	No data	No data	-0.16666750000000013	-1	-1
C8orf58	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0	No data	0.17837049385288606	0	0	No data	No data	No data	-1	-1
TMEM176A	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0	No data	0.03000625130235468	No data	0	No data	No data	0	0.5	-1
CD200R1L	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0	No data	0.03302771410710559	-0.6012019197305746	0	No data	No data	-0.31999999999999995	1	1
PTGFRN	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.49943000000000026	No data	-0.4473848718483018	0	0	No data	No data	0	-1	0
USP8P1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
SARDH	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.41721	No data	-0.03615336528443425	-0.07755271410267717	0	No data	No data	0	0.75	0
CUBN	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	1	0	0	0	0	0	No data	-0.3220462596374245	-0.7971889634669457	0	No data	No data	0	1	0
RFX5	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0	No data	0.2380704313398625	-0.6693149782611363	0	No data	No data	0	-1	-1
TRIM28	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.6886249999999997	No data	-0.9885392790164618	-0.833861374014235	0	No data	No data	0	-1	-1
ABCB9	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.686685	No data	-0.31412794332152527	-0.05905544609812324	0	No data	No data	0	0.5	-1
NPC1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	1	1	0	0.31925000000000026	0	-0.5148989372785997	-0.9722332812757206	0	No data	No data	0	-1	-1
SNHG5	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
CCDC54	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	No data	No data	0	0	0	0	No data	0.937174411335695	No data	0	No data	No data	No data	1	1
EED	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	1	1	0	1	1	-0.9030006251302355	0	0	No data	No data	No data	-1	-1
VAV2	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.7380400000000001	No data	-0.4691602417170244	-0.9430139866459364	0	No data	No data	0	-1	-1
CYP11B1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	1	0	0	1	1	0	No data	No data	0.05730360491769115	-0.93819758263914	0	No data	No data	-0.8310150000000001	1	0.5
PRIM1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	1	No data	No data	0	0	0	0.5119050000000002	No data	-0.2703688268389248	-0.5294145467853534	-1	No data	No data	No data	0.5	-1
MLF1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	1	0	0	0	0	0.010600000000000165	No data	0.36663888310064596	0	0	No data	No data	0	0.5	-1
RAB37	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.70852	No data	0.5249010210460512	-0.011491042657841566	0	No data	No data	-0.13677250000000002	0.5	0
CBS	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	1	1	1	0.19237499999999982	No data	-0.2240050010418837	-0.9703848143065003	0	No data	No data	0	0.75	0
SNHG7	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
DENND5B	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.7684449999999998	No data	-0.9370702229631174	-0.9189380458227183	0	No data	No data	-0.30141249999999997	-1	-1
SPNS2	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	1	0	0	0	0	0.799635	No data	-0.13711189831214832	-0.8180238139022247	0	No data	No data	0	0.5	0
TP53INP1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.33333500000000027	No data	0.5274015419879141	-0.844025089973229	0	No data	No data	0	0.5	-1
IRX3	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.2714550000000003	No data	-0.6164826005417796	-0.8719002204127293	0	No data	No data	0	0.5	0
SLC4A11	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.11428500000000028	No data	0.039070639716607625	-0.344941354705387	0	No data	No data	0	0.5	0
NCAM2	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	1	0	0	0	0	0.6833950000000002	No data	-0.6265888726818087	-0.6890394983172473	0	No data	No data	0	0.5	0
MUC22	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	No data	No data	-0.24505105230256308	No data	0	-1	No data	No data	1	0.5
IL1R2	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	1	1	0	0	0	0	No data	0.745363617420296	-0.18636218050164965	0	No data	No data	0	0.5	0
AZU1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	1	0	0	0	No data	No data	0.712961033548656	No data	0	No data	No data	0	1	0.5
FANCC	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0	No data	0.16503438216295052	0	0	No data	No data	No data	0.5	0
FAM124B	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0	No data	0.4529068555949156	No data	0	No data	No data	0	0.5	0
ENSG00000223804	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
TWSG1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	1	0	0	0	0.6412550000000004	No data	0.14982287976661812	-0.9319751503491549	0	No data	No data	No data	-1	-1
MSRA	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.27659499999999965	No data	0.9435299020629297	No data	0	No data	No data	0	0.5	0
S100A13	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	1	1	0	0	0	0.13265499999999975	No data	0.7326526359658263	No data	0	No data	No data	0	-1	-1
GUCY2D	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.27017000000000024	No data	-0.19847884976036678	-0.26266227824436966	0	No data	No data	0	1	0.5
TEX41	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ADARB1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	1	0.7432250000000004	No data	-0.6277349447801626	-0.5727445319057586	0	No data	No data	0	0.5	-1
KHDRBS2	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.7707749999999998	No data	-0.36528443425713686	-0.2956181628587573	0	No data	No data	-0.19770749999999992	0.5	0.5
SDSL	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	1	0.027355000000000018	No data	0.8330902271306522	0	0	No data	No data	0	0.5	-1
KIR2DS4	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	1	0	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0	No data	No data
LCORL	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0	No data	-0.6855594915607418	-0.735943285043081	0	No data	No data	0	-1	-1
SDHB	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	1	0	1	1	0	0.5892850000000003	No data	-0.10731402375494892	-0.6949850487472827	0	-1	No data	No data	0.5	-1
DHX15	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.9811300000000003	No data	-0.9762450510523025	-0.5185739613209935	-1	No data	No data	0	-1	-1
YLPM1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.4408200000000001	No data	-0.8097520316732653	-0.08949666429990372	0	No data	No data	No data	-1	-1
PIGG	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.023400000000000178	No data	0.09689518649718698	0	0	No data	No data	No data	-1	-1
CDC5L	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.9002499999999998	No data	-0.9582204625963743	No data	-1	No data	No data	0	-1	-1
DLX6	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.8976100000000002	No data	-0.6546155449051886	-0.8049882520651188	0	No data	No data	0	0.5	0.5
ITGA4	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	1	1	0	1	1	0	0.24418500000000024	No data	-0.5308397582829756	-0.8844627469860006	0	No data	No data	0	0.75	0
TDH	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MLLT1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	1	1	0	0.3202150000000003	1	-0.7729735361533653	No data	0	No data	No data	0	-1	-1
ACADM	0.0036775141095040397	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03024615732540526	No data	No data	0	0	0	0	1	0.3824249999999999	No data	0.29620754323817455	-0.8850599078301593	0	No data	No data	0	0.5	-1
ENSG00000253932	0.0036760072481845374	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03023376396315562	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
CXCL14	0.003675266332697868	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030227670214577826	No data	No data	No data	0	1	0	0	0	0.747475	No data	0.3483017295269848	-0.85772769798061	0	No data	No data	No data	0.5	0
FOXA1	0.003675266332697868	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030227670214577826	No data	No data	No data	0	0	0	0	0	0.7457650000000001	No data	-0.28912273390289644	-0.6827533362478161	0	No data	-1	0	0.5	0
NMNAT2	0.0036677935036940287	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03016620903319667	No data	No data	0	0	0	0	0	0.9348550000000003	No data	-0.8038132944363409	-0.8905867014073684	0	No data	No data	0	1	0
FGF1	0.003654748168912197	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024148362238461615	0.02364221547607264	No data	0.75	0	1	1	1	0	0.7741950000000003	0	-0.05855386538862262	No data	0	No data	No data	0	1	0
GNG11	0.0036525353237573895	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03004071629622247	No data	No data	1	0	0	0	0	1	No data	0.34903104813502805	No data	0	No data	No data	-0.4178075	-1	-1
CHDH	0.003646794096409198	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02999349688102959	No data	No data	0	0	0	0	0	0.1666649999999997	No data	-0.0330277141071057	-0.2327005891191361	0	No data	No data	No data	0.5	0
IL9R	0.003642004145776245	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.029954101355652598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	No data	No data	No data	No data	No data
LHFPL6	0.0036332711363108276	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.02684262168036392	No data	No data	0	0	0	0	0	0.85	No data	-0.37601583663263183	-0.6422710706080073	0	No data	No data	-0.075	-1	-1
FICD	0.0036214787828493123	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02978528803835094	No data	No data	0	0	0	0	0	0.475985	No data	0.006251302354657318	-0.05049385347887264	0	No data	No data	No data	-1	-1
BEAN1	0.0036178495289541615	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.029755438802965845	No data	No data	0	0	0	0	0	0.05405500000000032	No data	0.7360908522608878	0	0	No data	No data	No data	0.5	0.5
TBX5	0.0036154466525509044	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.029735676056838346	No data	No data	0	0	0	0	0	0.8069499999999998	No data	-0.9533236090852261	-0.967422993451244	0	No data	No data	0	0.5	0.5
DNAI7	0.0036153168785611743	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.029734608715043527	No data	No data	0	0	0	0	0	0	No data	0.0595957491143988	-0.7235652326228433	0	No data	No data	No data	0.5	0
KCTD11	0.0036135740964677405	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02972027499399928	No data	No data	0	0	0	0	0	0.5202950000000002	No data	0.5897061887893311	0	0	No data	No data	0	-1	-1
ORAI2	0.0036006650347933707	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.029614102862853067	No data	No data	0	0	0	1	0	0.7637799999999999	No data	0.005209418628880913	0	0	No data	No data	-0.08464500000000008	0.5	0
TEDDM1	0.0035996302665920322	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02960559228726285	No data	No data	0	0	0	0	0	0	No data	0.8040216711814963	-0.031038826058105984	0	No data	No data	0	1	0.5
SDC3	0.0035994807195962736	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	0.02114852166214291	No data	No data	0	0	0	0	0	0.17421000000000006	No data	-0.30245884559283187	-0.24155850685562585	0	No data	No data	0	-1	-1
CA1	0.003594707100284388	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.029565101113538914	No data	1	0	0	1	1	0	0	No data	0.7404667639091478	-0.2024885471391505	0	No data	No data	0	0.75	0
SAV1	0.0035836181782241353	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.029473898939674566	No data	No data	0	0	0	0	0	0.7127949999999998	No data	-0.25984580120858514	-0.9214106453326467	0	No data	No data	0	-1	-1
TRIM16	0.0035761660094121104	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02941260768052713	No data	No data	1	0	0	0	0	0	No data	0.269743696603459	0	0	No data	No data	0	0.5	-1
RHOD	0.003570812129551428	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02936857405135654	No data	No data	1	0	0	0	0	0	No data	0.21692019170660548	No data	0	No data	No data	0	0.5	0
RNASE1	0.0035628675023327908	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.029303232508784183	No data	No data	0	1	0	1	0	0	No data	0.8946655553240259	-0.07755271410267717	0	No data	No data	0	1	-1
SPTBN1-AS2	0.0035561629219239737	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.029248089880419593	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
SOX2-OT	0.0035549457223753673	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02923807887626099	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ACSM3	0.003539730439758959	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.02607328496540095	No data	No data	0	0	0	0	0	0.2662100000000002	No data	0.17889143571577404	No data	0	No data	No data	0	0.5	0
DOK5	0.0035339724959373973	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.029065582051619375	No data	No data	0	0	0	0	0	0.9183	No data	-0.09606167951656597	No data	0	No data	No data	-0.24836500000000009	0.5	0
CDK5	0.0035110086195046675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028876712886552	No data	No data	0.75	1	0	1	1	0	0.9828749999999999	1	-0.41998332986038756	-0.7026084872829225	0	No data	No data	-0.023972499999999997	0.5	-1
PNMT	0.0035110086195046675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028876712886552	No data	No data	No data	No data	No data	1	1	1	0.2198599999999999	No data	0.20806418003750782	-0.7947231926581361	0	No data	No data	0	0.5	0
PER2	0.0035110086195046675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028876712886552	No data	No data	No data	0	0	1	1	0	0	No data	-0.6950406334653052	-0.907689465645011	0	No data	No data	0	-1	-1
ROBO3	0.0035110086195046675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028876712886552	No data	No data	No data	1	0	0	0	0	0.30014499999999983	No data	-0.24630131277349443	-0.8465073418597724	0	No data	No data	0	0.5	0
CSRP3	0.0035110086195046675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028876712886552	No data	No data	No data	0	0	0	0	0	0.8969050000000003	No data	0.4618670556365909	-0.958623062382189	0	No data	No data	-0.16236999999999996	0.5	0.5
HNRNPDL	0.0035110086195046675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028876712886552	No data	No data	No data	0	0	0	0	0	0.8571449999999998	No data	-0.4300896020004168	0	0	No data	No data	0	-1	-1
PCTP	0.0034943612172010203	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028739794323048972	No data	No data	0	0	1	1	1	0.0654200000000003	No data	0.7344238382996457	-0.8146415206173254	0	No data	No data	0	0.5	-1
KRT13	0.003490476405355517	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02870784322054877	No data	No data	No data	0	0	0	0	0	No data	No data	-0.08960200041675348	0	0	No data	No data	-0.31768500000000016	0.5	0
